Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2015,2015,2015,4,0,1,Import,842,USA,USA,251,France,FRA,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,5348766,,5348766,,43207122,,,0
H4,2015,2015,2015,4,0,2,Export,842,USA,USA,251,France,FRA,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,33302,,33302,,240189,,,0
H4,2015,2015,2015,4,0,1,Import,842,USA,USA,710,South Africa,ZAF,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,20148,,20148,,239184,,,0
H4,2015,2015,2015,4,0,2,Export,842,USA,USA,710,South Africa,ZAF,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,520185,,520185,,1905018,,,0
H4,2016,2016,2016,4,0,1,Import,156,China,CHN,251,France,FRA,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,2078612,,2078612,,15589320,,,6
H4,2016,2016,2016,4,0,2,Export,156,China,CHN,251,France,FRA,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,5006,,5006,,40041,,,0
H4,2016,2016,2016,4,0,1,Import,156,China,CHN,710,South Africa,ZAF,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,71,,71,,169,,,0
H4,2016,2016,2016,4,0,2,Export,156,China,CHN,710,South Africa,ZAF,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,245232,,245232,,899916,,,0
H4,2016,2016,2016,4,0,1,Import,156,China,CHN,842,USA,USA,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,4603191,,4603191,,25733069,,,6
H4,2016,2016,2016,4,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,2012926,,2012926,,10229998,,,0
H4,2016,2016,2016,4,0,1,Import,251,France,FRA,156,China,CHN,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,10992,,10992,,123998,,,6
H4,2016,2016,2016,4,0,2,Export,251,France,FRA,156,China,CHN,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,1369644,,1369644,,10001639,,,6
H4,2016,2016,2016,4,0,1,Import,251,France,FRA,710,South Africa,ZAF,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,38893,,38893,,208190,,,0
H4,2016,2016,2016,4,0,2,Export,251,France,FRA,710,South Africa,ZAF,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,667275,,667275,,4280775,,,6
H4,2016,2016,2016,4,0,1,Import,251,France,FRA,842,USA,USA,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,105786,,105786,,1301243,,,6
H4,2016,2016,2016,4,0,2,Export,251,France,FRA,842,USA,USA,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,3583347,,3583347,,29564270,,,6
H4,2016,2016,2016,4,0,1,Import,710,South Africa,ZAF,156,China,CHN,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,287003,,287003,,504775,,,0
H4,2016,2016,2016,4,0,2,Export,710,South Africa,ZAF,156,China,CHN,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,845,,845,,5802,,,0
H4,2016,2016,2016,4,0,1,Import,710,South Africa,ZAF,251,France,FRA,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,748440,,748440,,4850991,,,0
H4,2016,2016,2016,4,0,2,Export,710,South Africa,ZAF,251,France,FRA,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,34677,,34677,,167943,,,0
H4,2016,2016,2016,4,0,1,Import,710,South Africa,ZAF,710,South Africa,ZAF,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,17,,17,,223,,,0
H4,2016,2016,2016,4,0,4,Re-Import,710,South Africa,ZAF,710,South Africa,ZAF,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,17,,17,,223,,,0
H4,2016,2016,2016,4,0,1,Import,710,South Africa,ZAF,842,USA,USA,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,376541,,376541,,1428531,,,0
H4,2016,2016,2016,4,0,2,Export,710,South Africa,ZAF,842,USA,USA,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,93379,,93379,,1184783,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,USA,156,China,CHN,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,766257,,766257,,7470496,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,USA,156,China,CHN,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,4616995,,4616995,,21687316,,,0
H4,2016,2016,2016,4,0,3,Re-Export,842,USA,USA,156,China,CHN,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,36874,,36874,,294381,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,USA,251,France,FRA,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,5698694,,5524057,,41821596,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,USA,251,France,FRA,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,43732,,43732,,282163,,,0
H4,2016,2016,2016,4,0,3,Re-Export,842,USA,USA,251,France,FRA,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,70,,70,,2727,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,USA,710,South Africa,ZAF,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,14485,,14485,,264770,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,USA,710,South Africa,ZAF,,,,,,,,1806,Chocolate and other food preparations containing cocoa,8,Weight in kilograms,,,230139,,230139,,1027839,,,0
H4,2014,2014,2014,4,0,1,Import,156,China,CHN,156,China,CHN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,897,,897,,26703,,,4
H4,2014,2014,2014,4,0,4,Re-Import,156,China,CHN,156,China,CHN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,897,,897,,26703,,,4
H4,2014,2014,2014,4,0,1,Import,156,China,CHN,251,France,FRA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,129646003,,129646003,,661601068,,,4
H4,2014,2014,2014,4,0,2,Export,156,China,CHN,251,France,FRA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,225225,,225225,,4260124,,,4
H4,2014,2014,2014,4,0,1,Import,156,China,CHN,710,South Africa,ZAF,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,7012541,,7012541,,23623649,,,4
H4,2014,2014,2014,4,0,1,Import,156,China,CHN,842,USA,USA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,16565836,,16565836,,72781513,,,4
H4,2014,2014,2014,4,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,22649,,22649,,75470,,,4
H4,2014,2014,2014,4,0,1,Import,251,France,FRA,156,China,CHN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,65453,,64465,,141975,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,156,China,CHN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,125865553,,126309947,,584496642,,,0
H4,2014,2014,2014,4,0,1,Import,251,France,FRA,251,France,FRA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,3451178,,3814133,,67462441,,,0
H4,2014,2014,2014,4,0,4,Re-Import,251,France,FRA,251,France,FRA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,3451178,,3814133,,67462441,,,0
H4,2014,2014,2014,4,0,1,Import,251,France,FRA,710,South Africa,ZAF,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,22396565,,22440995,,21577709,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,710,South Africa,ZAF,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,864780,,867713,,21157816,,,0
H4,2014,2014,2014,4,0,1,Import,251,France,FRA,842,USA,USA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,6185237,,6234015,,49334412,,,0
H4,2014,2014,2014,4,0,2,Export,251,France,FRA,842,USA,USA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,117623678,,117762492,,1424833784,,,0
H4,2014,2014,2014,4,0,1,Import,710,South Africa,ZAF,156,China,CHN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,712,,712,,1204,,,0
H4,2014,2014,2014,4,0,2,Export,710,South Africa,ZAF,156,China,CHN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,6733228,,6733228,,19947010,,,0
H4,2014,2014,2014,4,0,1,Import,710,South Africa,ZAF,251,France,FRA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,783939,,783939,,22323834,,,0
H4,2014,2014,2014,4,0,2,Export,710,South Africa,ZAF,251,France,FRA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,24488305,,24488305,,17502190,,,0
H4,2014,2014,2014,4,0,1,Import,710,South Africa,ZAF,710,South Africa,ZAF,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,253196,,253196,,443055,,,0
H4,2014,2014,2014,4,0,4,Re-Import,710,South Africa,ZAF,710,South Africa,ZAF,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,253196,,253196,,443055,,,0
H4,2014,2014,2014,4,0,1,Import,710,South Africa,ZAF,842,USA,USA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,38554,,38554,,154812,,,0
H4,2014,2014,2014,4,0,2,Export,710,South Africa,ZAF,842,USA,USA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,24456865,,24456865,,39603197,,,0
H4,2014,2014,2014,4,0,1,Import,842,USA,USA,156,China,CHN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",1,No Quantity,,,,,43707,,163054,,,4
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,156,China,CHN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",1,No Quantity,,,,,,,69247884,,,0
H4,2014,2014,2014,4,0,3,Re-Export,842,USA,USA,156,China,CHN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",1,No Quantity,,,,,188676,,838372,,,4
H4,2014,2014,2014,4,0,1,Import,842,USA,USA,251,France,FRA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",1,No Quantity,,,,,404395210,,1555323180,,,4
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,251,France,FRA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",1,No Quantity,,,,,,,40173430,,,0
H4,2014,2014,2014,4,0,3,Re-Export,842,USA,USA,251,France,FRA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",1,No Quantity,,,,,130341,,401308,,,4
H4,2014,2014,2014,4,0,1,Import,842,USA,USA,710,South Africa,ZAF,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",1,No Quantity,,,,,15923494,,54504788,,,4
H4,2014,2014,2014,4,0,2,Export,842,USA,USA,710,South Africa,ZAF,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",1,No Quantity,,,,,,,779799,,,0
H4,2014,2014,2014,4,0,3,Re-Export,842,USA,USA,710,South Africa,ZAF,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",1,No Quantity,,,,,110805,,322682,,,4
H4,2015,2015,2015,4,0,1,Import,156,China,CHN,156,China,CHN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,4038,,4038,,19414,,,4
H4,2015,2015,2015,4,0,4,Re-Import,156,China,CHN,156,China,CHN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,4038,,4038,,19414,,,4
H4,2015,2015,2015,4,0,1,Import,156,China,CHN,251,France,FRA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,171879311,,171879311,,903014592,,,4
H4,2015,2015,2015,4,0,2,Export,156,China,CHN,251,France,FRA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,334651,,334651,,3620839,,,4
H4,2015,2015,2015,4,0,1,Import,156,China,CHN,710,South Africa,ZAF,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,11759566,,11759566,,40541634,,,4
H4,2015,2015,2015,4,0,2,Export,156,China,CHN,710,South Africa,ZAF,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,395,,395,,738,,,4
H4,2015,2015,2015,4,0,1,Import,156,China,CHN,842,USA,USA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,12761370,,12761370,,56909834,,,4
H4,2015,2015,2015,4,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,38907,,38907,,294367,,,4
H4,2015,2015,2015,4,0,1,Import,251,France,FRA,156,China,CHN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,135034,,135034,,330288,,,2
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,156,China,CHN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,164571411,,164571411,,617179961,,,2
H4,2015,2015,2015,4,0,1,Import,251,France,FRA,251,France,FRA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,3318274,,3318274,,53431404,,,6
H4,2015,2015,2015,4,0,4,Re-Import,251,France,FRA,251,France,FRA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,3318240,,3318240,,53431404,,,6
H4,2015,2015,2015,4,0,1,Import,251,France,FRA,710,South Africa,ZAF,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,25112994,,25112994,,19285103,,,6
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,710,South Africa,ZAF,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,799440,,799440,,22239982,,,2
H4,2015,2015,2015,4,0,1,Import,251,France,FRA,842,USA,USA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,6455720,,6455720,,53781468,,,6
H4,2015,2015,2015,4,0,2,Export,251,France,FRA,842,USA,USA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,129390602,,129390602,,1479225756,,,6
H4,2015,2015,2015,4,0,1,Import,710,South Africa,ZAF,156,China,CHN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,88,,88,,832,,,0
H4,2015,2015,2015,4,0,2,Export,710,South Africa,ZAF,156,China,CHN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,10332043,,10332043,,37063409,,,0
H4,2015,2015,2015,4,0,1,Import,710,South Africa,ZAF,251,France,FRA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,800690,,800690,,21214928,,,0
H4,2015,2015,2015,4,0,2,Export,710,South Africa,ZAF,251,France,FRA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,29950906,,29950906,,18655786,,,0
H4,2015,2015,2015,4,0,1,Import,710,South Africa,ZAF,710,South Africa,ZAF,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,860756,,860756,,1373818,,,0
H4,2015,2015,2015,4,0,4,Re-Import,710,South Africa,ZAF,710,South Africa,ZAF,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,860756,,860756,,1373818,,,0
H4,2015,2015,2015,4,0,1,Import,710,South Africa,ZAF,842,USA,USA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,23651,,23651,,97359,,,0
H4,2015,2015,2015,4,0,2,Export,710,South Africa,ZAF,842,USA,USA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,11449072,,11449072,,41355858,,,0
H4,2015,2015,2015,4,0,1,Import,842,USA,USA,156,China,CHN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,55058,,55058,,188100,,,4
H4,2015,2015,2015,4,0,2,Export,842,USA,USA,156,China,CHN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,12504348,,12504348,,52539313,,,4
H4,2015,2015,2015,4,0,3,Re-Export,842,USA,USA,156,China,CHN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,13887,,13887,,145509,,,4
H4,2015,2015,2015,4,0,1,Import,842,USA,USA,251,France,FRA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,127496625,,127496625,,1592477073,,,4
H4,2015,2015,2015,4,0,2,Export,842,USA,USA,251,France,FRA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,5617466,,5617466,,42718438,,,4
H4,2015,2015,2015,4,0,3,Re-Export,842,USA,USA,251,France,FRA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,11977,,11977,,82026,,,4
H4,2015,2015,2015,4,0,1,Import,842,USA,USA,710,South Africa,ZAF,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,11410169,,11410169,,55350595,,,4
H4,2015,2015,2015,4,0,2,Export,842,USA,USA,710,South Africa,ZAF,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,186228,,186228,,538868,,,4
H4,2016,2016,2016,4,0,1,Import,156,China,CHN,251,France,FRA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,195936562,,195936562,,997475083,,,4
H4,2016,2016,2016,4,0,2,Export,156,China,CHN,251,France,FRA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,260842,,260842,,2246905,,,4
H4,2016,2016,2016,4,0,1,Import,156,China,CHN,710,South Africa,ZAF,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,15909676,,15909676,,38361141,,,4
H4,2016,2016,2016,4,0,1,Import,156,China,CHN,842,USA,USA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,13329183,,13329183,,59720829,,,4
H4,2016,2016,2016,4,0,2,Export,156,China,CHN,842,USA,USA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,19187,,19187,,592356,,,4
H4,2016,2016,2016,4,0,1,Import,251,France,FRA,156,China,CHN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,73689,,73689,,876452,,,2
H4,2016,2016,2016,4,0,2,Export,251,France,FRA,156,China,CHN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,178996267,,179000578,,677007759,,,2
H4,2016,2016,2016,4,0,1,Import,251,France,FRA,710,South Africa,ZAF,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,28119346,,28119346,,20092372,,,2
H4,2016,2016,2016,4,0,2,Export,251,France,FRA,710,South Africa,ZAF,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,1063475,,1063475,,23971045,,,2
H4,2016,2016,2016,4,0,1,Import,251,France,FRA,842,USA,USA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,6387928,,6387928,,61597098,,,6
H4,2016,2016,2016,4,0,2,Export,251,France,FRA,842,USA,USA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,138543131,,142340939,,1544921157,,,6
H4,2016,2016,2016,4,0,1,Import,710,South Africa,ZAF,156,China,CHN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,22,,22,,193,,,4
H4,2016,2016,2016,4,0,2,Export,710,South Africa,ZAF,156,China,CHN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,21495563,,21495563,,37274987,,,4
H4,2016,2016,2016,4,0,1,Import,710,South Africa,ZAF,251,France,FRA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,1079714,,1079714,,23068146,,,4
H4,2016,2016,2016,4,0,2,Export,710,South Africa,ZAF,251,France,FRA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,30542823,,30542823,,17511334,,,4
H4,2016,2016,2016,4,0,1,Import,710,South Africa,ZAF,710,South Africa,ZAF,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,640006,,640006,,686423,,,4
H4,2016,2016,2016,4,0,4,Re-Import,710,South Africa,ZAF,710,South Africa,ZAF,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,640006,,640006,,686423,,,4
H4,2016,2016,2016,4,0,1,Import,710,South Africa,ZAF,842,USA,USA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,11819,,11819,,42894,,,4
H4,2016,2016,2016,4,0,2,Export,710,South Africa,ZAF,842,USA,USA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,11072019,,11072019,,38106573,,,4
H4,2016,2016,2016,4,0,1,Import,842,USA,USA,156,China,CHN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,58914,,58914,,952772,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,USA,156,China,CHN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,13433880,,13433880,,75955369,,,0
H4,2016,2016,2016,4,0,3,Re-Export,842,USA,USA,156,China,CHN,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,37619,,37619,,329333,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,USA,251,France,FRA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,139554201,,139554201,,1656986834,,,6
H4,2016,2016,2016,4,0,2,Export,842,USA,USA,251,France,FRA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,4117067,,4117067,,58958620,,,0
H4,2016,2016,2016,4,0,3,Re-Export,842,USA,USA,251,France,FRA,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,95649,,95649,,967650,,,0
H4,2016,2016,2016,4,0,1,Import,842,USA,USA,710,South Africa,ZAF,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,10607061,,10607061,,50018544,,,0
H4,2016,2016,2016,4,0,2,Export,842,USA,USA,710,South Africa,ZAF,,,,,,,,2204,"Wine of fresh grapes, including fortified wines; grape must other than that of heading no. 2009",7,Volume in litres,,,107280,,107280,,782443,,,0
H4,2014,2014,2014,0,0,1,Import,156,China,CHN,156,China,CHN,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,144880436618,,,0
H4,2014,2014,2014,0,0,4,Re-Import,156,China,CHN,156,China,CHN,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,144880436618,,,0
H4,2014,2014,2014,0,0,1,Import,156,China,CHN,251,France,FRA,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,27074419529,,,0
H4,2014,2014,2014,0,0,2,Export,156,China,CHN,251,France,FRA,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,28975790976,,,0
H4,2014,2014,2014,0,0,1,Import,156,China,CHN,710,South Africa,ZAF,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,44568129974,,,0
H4,2014,2014,2014,0,0,2,Export,156,China,CHN,710,South Africa,ZAF,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,15699145579,,,0
H4,2014,2014,2014,0,0,1,Import,156,China,CHN,842,USA,USA,,,,,,,,TOTAL,All Commodities,1,No Quantity,,,,,,,160064513783,,,0
